ds,yhat,yhat_lower,yhat_upper
2020-01-14,5.13042549553883e-05,2.996422853791206e-05,8.539323345398989e-05
2020-01-15,8.104761609628193e-05,4.574053045389997e-05,0.00015035434762236118
2020-01-16,7.85980752387711e-05,4.280464150401829e-05,0.00013405374412864732
2020-01-17,7.03257000334702e-05,3.9863421671536915e-05,0.00012541825300442362
2020-01-18,5.3710176099098295e-05,3.169507981104897e-05,9.626671080138931e-05
2020-01-19,4.299288552693419e-05,2.5362928101238053e-05,7.435147465398164e-05
2020-01-20,8.054305559354716e-05,4.5586263497061254e-05,0.0001363658593144711
2020-01-21,7.438639949050004e-05,4.252067458656699e-05,0.00012320100584425138
2020-01-22,5.00291083488575e-05,2.7005415868177107e-05,8.630885427381853e-05
2020-01-23,6.446077287915801e-05,3.6686108932195865e-05,0.0001149300678078835
2020-01-24,5.5837634790069665e-05,3.3151855481349214e-05,9.73785897813467e-05
2020-01-25,0.00010678509403457825,6.170306130122561e-05,0.00018571677106568002
2020-01-26,5.701570681323629e-05,3.266629732096375e-05,9.909798611229501e-05
2020-01-27,4.5298245505000903e-05,2.504008943237524e-05,7.756507258908247e-05
2020-01-28,5.6925097132344866e-05,3.3043162934564646e-05,9.93615164951873e-05
2020-01-29,8.106376179463363e-05,4.7049070573255854e-05,0.00013981681308523376
2020-01-30,7.623011133681335e-05,4.0873995023085824e-05,0.00012902360524470603
2020-01-31,0.0001171516697302362,6.935921181138101e-05,0.00021905939817122233
2020-02-01,7.50864449337645e-05,4.438159759661324e-05,0.00013405189105909808
2020-02-02,4.874569420426306e-05,2.8269955397526662e-05,8.711676224094538e-05
2020-02-03,5.7593199582292197e-05,3.340920121708714e-05,0.00010099232690610754
2020-02-04,5.9417811674148694e-05,3.4097597586376964e-05,0.00010178661327087292
2020-02-05,6.460434074865028e-05,3.567499657166925e-05,0.00010977269493759273
2020-02-06,5.876983778035776e-05,3.275891758610798e-05,0.00010195043640469124
2020-02-07,9.309267196535739e-05,5.3217159256333336e-05,0.000160597753288002
2020-02-08,4.616101685556395e-05,2.6699227740288677e-05,8.254509728376049e-05
2020-02-09,3.3389070243165805e-05,1.931364368404186e-05,5.886645302425773e-05
2020-02-10,8.799500824631108e-05,4.70297465949793e-05,0.00014938474696673843
2020-02-11,8.153233441058571e-05,4.809120953914605e-05,0.0001402719100982869
2020-02-12,7.563335154085082e-05,4.353427469680322e-05,0.0001388388998345078
2020-02-13,6.604530445936421e-05,3.723232953252372e-05,0.00011724239692894554
2020-02-14,0.00012083395385798186,6.966972622704118e-05,0.00020860333647629295
2020-02-15,7.841456206040307e-05,4.194878292769501e-05,0.0001370103738185252
2020-02-16,4.784055263496273e-05,2.7397427396409637e-05,8.337717051767992e-05
2020-02-17,8.539609651173862e-05,4.779137113032701e-05,0.0001483546254883127
2020-02-18,6.719162295106656e-05,3.7235503989131155e-05,0.00011214930018008112
2020-02-19,0.0001276757174791672,7.333418545428858e-05,0.00021493037523396047
2020-02-20,7.212812632693467e-05,4.00804518810117e-05,0.0001234455916228591
2020-02-21,6.39757656887206e-05,3.7111712391669456e-05,0.00011248568446684108
2020-02-22,0.0001052518545159575,6.260681155864023e-05,0.00018513459782767017
2020-02-23,7.47628716772806e-05,4.3456340649190434e-05,0.00013675116911268483
2020-02-24,3.5330834486171145e-05,1.8496449567490118e-05,6.895816025708875e-05
2020-02-25,6.310879148800675e-05,3.255648205190398e-05,0.00011902768610039085
2020-02-26,9.997194707269762e-05,5.6493201939356014e-05,0.0001822780879678841
2020-02-27,9.666527628857971e-05,5.639486696823871e-05,0.000171701161885917
2020-02-28,0.00010664112240858713,6.367592716002377e-05,0.0001858977621052724
2020-02-29,7.970438439676859e-05,4.562873099132068e-05,0.00014264956380576164
2020-03-01,5.9026015257054253e-05,3.385995686619772e-05,0.00010301291499773048
2020-03-02,7.378443262290256e-05,4.321016492442349e-05,0.00012632901914126505
2020-03-03,7.860909713525724e-05,4.383405243946734e-05,0.00013725606022039783
2020-03-04,9.330120851979208e-05,5.353191888367593e-05,0.00016365849209046789
2020-03-05,9.486025859193981e-05,5.611903950123777e-05,0.00015945119705627366
2020-03-06,8.498668214968489e-05,4.862210214536587e-05,0.00014762228766733868
2020-03-07,6.201256776436062e-05,3.431040108157366e-05,0.00011065723238396577
2020-03-08,7.439346195645337e-05,4.25841335467898e-05,0.00013066582235466808
2020-03-09,5.953689513759825e-05,3.3745572720849766e-05,0.0001051721533007692
2020-03-10,5.189254808620164e-05,2.862681888860161e-05,9.103234772524589e-05
2020-03-11,7.13222451311126e-05,3.869182999938262e-05,0.00012694858954990468
2020-03-12,0.00018385287610365417,0.00010214265007925354,0.0003079892280113703
2020-03-13,7.902285968571605e-05,4.5996296214075334e-05,0.00013907565737466263
2020-03-14,6.693042283781092e-05,3.9221562557023306e-05,0.00011732619959910455
2020-03-15,4.353126458745493e-05,2.4590313504382963e-05,8.040662793047185e-05
